STUDYNO	EDITION	PART	IDNO	FIPS_ST	FIPS_CTY	CPOPARST	AG_ARRST	JURFLAG	COVIND	GRNDTOT	P1TOT	P1VLNT	P1PRPTY	MURDER	RAPE	ROBBERY	AGASSLT	BURGLRY	LARCENY	MVTHEFT	ARSON	OTHASLT	FRGYCNT	FRAUD	EMBEZL	STLNPRP	VANDLSM	WEAPONS	COMVICE	SEXOFF	DRUGTOT	DRGSALE	COCSALE	MJSALE	SYNSALE	OTHSALE	DRGPOSS	COCPOSS	MJPOSS	SYNPOSS	OTHPOSS	GAMBLE	BOOKMKG	NUMBERS	OTGAMBL	OFAGFAM	DUI	LIQUOR	DRUNK	DISORDR	VAGRANT	ALLOTHR	SUSPICN	CURFEW	RUNAWAY
9999	2	2	1	1	1	56219	3	1	98.4525	2492	350	51	299	5	1	14	31	32	253	10	4	290	18	114	2	33	31	11	0	14	126	42	17	4	10	11	83	8	55	5	14	0	0	0	0	26	180	61	69	13	2	1152	0	0	0
9999	2	2	2	1	3	182265	13	0	100	7912	660	74	586	1	4	12	57	56	497	29	4	827	20	83	1	50	58	49	1	14	288	41	12	10	5	14	247	62	161	12	12	2	0	0	2	21	1275	373	851	107	22	3210	0	0	0
9999	2	2	3	1	5	27457	6	0	98.9839	684	85	17	68	0	0	8	9	2	65	0	0	95	12	2	1	14	16	5	0	2	58	14	0	14	0	0	44	7	34	0	2	0	0	0	0	0	43	26	26	16	0	282	0	0	0
9999	2	2	4	1	7	22866	5	1	100	770	115	38	77	0	2	4	32	7	60	8	2	75	11	57	1	12	17	2	0	9	17	6	0	1	0	5	11	0	6	0	5	0	0	0	0	19	58	16	6	21	0	334	0	0	0
9999	2	2	5	1	9	57322	6	0	99.2813	1948	120	18	101	2	2	1	13	13	80	8	0	181	5	172	0	11	18	7	0	4	100	43	1	4	1	37	57	2	20	6	29	0	0	0	0	9	178	44	42	17	0	1039	0	0	0
9999	2	2	6	1	11	10914	2	0	100	112	14	8	6	0	0	0	8	1	4	1	0	30	1	4	0	1	6	1	0	0	5	2	0	2	0	0	3	0	2	0	1	0	0	0	0	0	12	0	0	0	0	38	0	0	0
9999	2	2	7	1	13	20955	4	1	100	1146	122	38	84	1	1	2	34	11	66	7	0	174	11	52	3	11	24	12	0	2	54	31	8	16	3	4	23	4	9	6	4	0	0	0	0	16	71	7	6	32	0	549	0	0	0
9999	2	2	8	1	15	122530	8	1	100	7497	995	167	828	3	4	42	118	157	630	35	6	927	97	529	22	123	67	74	0	13	492	69	6	5	3	55	423	28	140	199	56	0	0	0	0	5	632	224	125	143	0	3029	0	0	0
9999	2	2	9	1	17	34215	4	0	55.5166	1618	215	50	165	1	4	4	42	18	137	10	0	198	15	54	2	29	40	12	0	5	73	20	2	5	1	12	54	8	14	5	26	0	0	0	0	13	153	12	12	23	0	761	0	0	0
9999	2	2	10	1	19	25968	4	1	100	1150	118	38	80	1	0	1	36	14	57	9	0	91	14	37	2	19	13	8	0	0	100	37	5	3	0	29	63	2	13	0	48	0	0	0	0	18	43	43	0	11	0	633	0	0	0
9999	2	2	11	1	21	43547	5	1	100	1919	251	70	181	3	1	5	61	21	149	10	1	265	23	85	2	16	50	10	0	6	99	39	34	1	0	4	60	7	40	3	10	0	0	0	0	14	201	67	127	44	1	658	0	0	0
9999	2	2	12	1	23	13859	4	0	16.9276	341	39	17	22	1	1	3	13	6	15	1	0	36	4	28	0	4	5	1	0	1	25	8	1	2	0	5	16	4	4	3	6	0	0	0	0	5	11	5	5	6	0	166	0	0	0
9999	2	2	13	1	25	25833	5	0	100	620	123	54	69	9	2	7	36	31	31	3	4	71	11	43	14	15	11	4	0	9	45	25	8	9	7	1	20	8	9	2	1	0	0	0	0	2	37	18	0	17	0	200	0	0	0
9999	2	2	14	1	27	13932	3	0	100	459	55	17	38	0	2	0	15	5	29	4	0	92	10	6	1	4	12	4	0	0	8	2	1	0	0	1	6	1	4	0	1	0	0	0	0	0	50	19	2	13	0	183	0	0	0
9999	2	2	15	1	29	14972	3	0	100	560	60	11	49	0	1	0	10	20	25	4	0	68	12	24	0	13	7	1	0	4	61	21	1	0	1	19	40	7	9	9	15	0	0	0	0	0	36	11	8	5	0	250	0	0	0
9999	2	2	16	1	31	50371	5	1	100	1889	209	69	140	2	8	10	49	26	103	9	2	273	22	108	4	30	25	8	0	4	92	32	7	7	2	16	60	18	20	6	16	0	0	0	0	20	259	23	10	49	0	753	0	0	0
9999	2	2	17	1	33	54428	7	0	100	2393	416	60	356	2	1	11	46	68	277	7	4	251	40	33	5	23	8	23	0	7	42	4	0	0	0	4	38	8	29	0	1	2	0	0	2	70	364	68	99	112	0	830	0	0	0
9999	2	2	18	1	35	13220	3	0	95.59	541	81	25	56	0	2	2	20	6	42	6	2	50	5	25	0	1	14	4	0	3	67	51	25	24	1	1	15	3	11	1	0	0	0	0	0	5	61	9	2	17	0	197	0	0	0
9999	2	2	19	1	37	11539	3	0	87.2173	313	33	11	22	1	0	1	8	2	19	1	0	29	1	36	0	2	4	3	0	2	11	1	0	0	0	0	11	1	6	0	4	0	0	0	0	0	29	2	4	5	0	152	0	0	0
9999	2	2	20	1	39	37765	9	0	100	2405	200	38	162	1	6	0	31	9	137	13	3	211	30	119	0	22	45	8	0	11	113	44	14	9	3	18	69	4	40	7	18	0	0	0	0	39	153	68	57	22	0	1307	0	0	0
9999	2	2	21	1	41	13906	5	0	70.3365	716	78	33	46	0	3	1	28	3	37	5	0	89	4	67	0	4	15	5	0	1	21	5	2	1	0	2	16	1	10	1	3	0	0	0	0	17	42	10	12	10	0	341	0	0	0
9999	2	2	22	1	43	80379	3	1	100	4698	315	35	280	4	8	1	22	57	209	13	1	216	13	391	1	29	31	8	0	21	222	68	5	21	0	42	154	0	36	109	9	0	0	0	0	39	169	118	118	39	0	2968	0	0	0
9999	2	2	23	1	45	48941	10	1	98.678	2860	192	61	132	1	3	4	53	7	112	10	2	319	24	217	1	26	32	14	0	5	174	17	3	7	2	5	157	19	111	7	19	1	0	0	1	5	291	35	37	56	0	1430	0	0	0
9999	2	2	24	1	47	43820	2	0	100	552	141	47	94	2	2	2	41	13	74	7	0	208	3	8	0	10	9	2	0	1	50	10	7	1	0	2	40	12	28	0	0	0	0	0	0	2	0	0	17	5	0	96	0	0	0
9999	2	2	25	1	49	71130	14	1	98.0627	2977	248	36	213	6	10	1	18	44	166	3	0	320	13	34	0	17	9	12	0	4	150	17	0	1	0	15	133	0	46	1	85	0	0	0	0	3	287	161	137	41	0	1542	0	0	0
9999	2	2	26	1	51	79364	6	1	100	3722	434	99	335	1	17	31	50	78	248	8	1	396	40	162	22	38	26	13	0	15	155	24	6	11	0	7	131	78	38	4	11	1	0	0	1	61	283	62	130	18	0	1866	0	0	0
9999	2	2	27	1	53	38319	5	0	100	1889	174	74	100	0	2	3	69	16	81	3	0	153	9	34	0	13	25	7	1	4	139	18	2	9	0	7	121	6	78	25	12	0	0	0	0	1	225	34	115	52	1	902	0	0	0
9999	2	2	28	1	55	103514	8	1	100	5362	603	108	495	9	5	16	78	54	418	19	4	749	36	189	3	52	59	29	12	10	307	64	38	1	2	23	243	16	194	5	28	3	0	0	3	65	454	82	395	77	2	2235	0	0	0
9999	2	2	29	1	57	16471	3	1	100	475	59	15	44	0	1	0	14	3	31	7	3	56	5	27	4	3	14	3	0	2	37	11	2	3	3	3	26	1	2	4	19	0	0	0	0	16	26	14	1	10	0	198	0	0	0
9999	2	2	30	1	59	31704	5	0	99.0916	935	158	33	125	2	4	8	19	28	88	8	0	112	21	20	0	15	12	1	1	7	62	46	2	0	2	42	16	1	2	3	9	0	0	0	0	8	45	35	50	6	0	381	0	0	0
9999	2	2	31	1	61	26783	5	1	100	1140	130	40	90	2	2	4	32	10	72	7	1	136	10	56	5	8	24	8	0	7	66	26	15	3	0	8	40	4	5	1	30	0	0	0	0	13	67	15	2	23	0	570	0	0	0
9999	2	2	32	1	63	9045	3	0	92.8248	275	38	24	15	1	1	0	22	2	10	2	0	55	3	18	0	4	15	10	0	2	6	0	0	0	0	0	6	3	2	0	0	0	0	0	0	1	33	1	2	13	0	73	0	0	0
9999	2	2	33	1	65	16482	3	1	100	330	48	19	29	2	1	0	16	9	18	2	0	53	6	18	0	7	6	0	0	4	11	1	0	0	0	1	10	2	5	0	3	0	0	0	0	5	45	0	8	3	0	116	0	0	0
9999	2	2	34	1	67	17297	4	1	100	573	48	27	21	1	1	0	25	6	10	4	1	46	4	51	0	4	6	5	0	1	21	2	1	0	0	1	19	4	9	0	6	0	0	0	0	10	33	7	0	4	0	333	0	0	0
9999	2	2	35	1	69	102446	9	1	97.8545	5020	623	113	510	10	9	36	59	84	406	17	2	482	37	131	2	32	29	25	1	7	297	8	2	0	5	0	289	163	84	13	29	4	0	0	4	32	242	64	204	93	0	2714	0	0	0
9999	2	2	36	1	71	53227	9	0	94.7545	2701	259	49	210	1	3	8	37	16	184	11	0	303	22	425	3	26	43	13	1	4	140	44	0	1	1	42	96	8	18	13	57	0	0	0	0	4	110	40	115	12	1	1178	0	0	0
9999	2	2	37	1	73	683290	28	1	41.2372	18631	2763	425	2337	34	17	124	251	270	1975	81	11	1797	124	695	26	199	166	200	8	38	1244	154	39	26	15	73	1089	170	554	182	184	10	0	1	9	96	1355	169	657	343	3	8738	0	0	0
9999	2	2	38	1	75	14564	4	0	92.7973	173	22	3	19	0	1	0	2	1	15	3	0	19	3	3	0	1	4	0	0	0	11	1	0	0	0	0	11	1	3	0	6	0	0	0	0	0	31	4	3	5	0	66	0	0	0
9999	2	2	39	1	77	92709	8	0	100	2885	391	72	319	3	3	10	56	18	287	10	4	354	21	43	2	36	11	25	0	6	126	9	0	6	0	3	117	0	106	0	11	0	0	0	0	7	310	159	151	82	0	1161	0	0	0
9999	2	2	40	1	79	34339	6	0	100	1152	113	40	73	1	0	2	37	6	54	5	8	112	16	93	1	6	31	5	0	3	20	3	0	1	0	2	17	4	2	4	7	0	0	0	0	44	86	51	1	32	0	538	0	0	0
9999	2	2	41	1	81	136019	3	1	100	5820	652	150	502	8	11	20	111	53	430	16	3	658	51	157	0	25	80	70	0	15	229	18	0	1	0	17	211	10	187	6	8	3	0	1	2	5	703	210	302	140	4	2516	0	0	0
9999	2	2	42	1	83	77724	3	1	100	4284	461	79	382	2	5	15	57	95	263	21	3	218	20	229	0	13	44	23	0	14	198	26	1	0	0	25	172	16	38	5	113	2	0	0	2	79	543	8	155	44	15	2218	0	0	0
9999	2	2	43	1	85	11299	5	0	82.6445	337	42	12	30	1	1	2	8	2	21	6	1	76	4	22	2	7	15	3	0	0	19	2	0	1	0	0	17	2	12	0	3	0	0	0	0	0	20	7	6	7	0	105	0	0	0
9999	2	2	44	1	87	21527	4	1	100	387	54	16	38	1	1	3	11	6	28	4	0	69	1	13	1	14	22	9	0	0	10	0	0	0	0	0	10	3	6	0	1	0	0	0	0	1	34	4	0	12	0	143	0	0	0
9999	2	2	45	1	89	339785	11	1	13.3202	4109	443	126	317	6	8	22	90	80	213	20	5	439	39	326	4	47	39	20	0	17	430	129	37	12	5	74	301	56	140	51	54	1	0	0	1	64	296	41	89	30	0	1785	0	0	0
9999	2	2	46	1	91	21027	4	0	99.3817	1044	152	56	96	1	4	6	45	15	80	1	0	143	15	78	1	18	13	16	0	2	64	17	5	2	2	8	47	4	27	7	9	0	0	0	0	2	110	8	24	46	0	351	0	0	0
9999	2	2	47	1	93	31498	7	1	100	696	69	9	60	0	1	0	8	3	50	6	1	107	8	4	1	9	16	5	0	2	44	19	0	1	3	15	25	4	4	0	17	0	0	0	0	5	76	55	0	15	0	280	0	0	0
9999	2	2	48	1	95	94155	8	1	100	7656	777	93	684	5	6	7	75	67	579	33	5	593	43	305	1	70	69	17	1	13	350	106	0	3	4	99	244	7	115	16	106	6	0	0	6	14	551	155	272	73	0	4346	0	0	0
9999	2	2	49	1	97	412992	12	0	14.4165	5609	623	161	462	5	9	20	127	101	321	34	6	701	40	327	12	83	90	48	3	16	339	55	18	7	0	30	284	55	90	39	100	1	0	0	1	65	564	73	92	108	6	2419	0	0	0
9999	2	2	50	1	99	23068	5	0	89.8864	893	98	30	68	1	0	1	28	12	50	3	2	100	7	31	1	6	15	3	0	2	42	5	2	0	0	2	37	11	21	2	2	0	0	0	0	3	112	19	56	31	1	365	0	0	0
9999	2	2	51	1	101	229363	10	0	0	650	74	22	53	1	2	3	16	16	32	4	1	78	7	67	1	7	7	3	0	3	35	9	2	1	0	6	26	4	9	5	8	0	0	0	0	13	37	7	11	4	0	294	0	0	0
9999	2	2	52	1	103	119574	8	1	100	5942	539	92	447	4	1	17	70	56	367	23	1	759	25	69	0	11	54	5	0	8	76	64	64	0	0	0	12	0	7	0	5	1	0	0	1	2	439	84	394	87	21	3368	0	0	0
9999	2	2	53	1	105	10591	3	0	83.2405	167	20	8	12	0	0	0	7	1	10	1	0	20	3	16	0	1	4	2	0	0	6	2	0	0	0	1	4	1	3	0	1	0	0	0	0	12	11	3	5	2	0	62	0	0	0
9999	2	2	54	1	107	19746	7	0	96.9209	627	65	27	38	1	3	1	21	8	28	2	0	73	1	12	2	4	7	9	0	2	66	30	6	5	10	9	35	0	7	5	23	0	0	0	0	22	76	63	12	19	0	194	0	0	0
9999	2	2	55	1	109	32899	4	0	100	1148	151	50	101	1	4	6	39	25	69	4	3	221	9	35	1	22	27	9	0	8	67	33	4	20	0	9	34	9	14	1	10	0	0	0	0	19	90	33	2	23	0	431	0	0	0
9999	2	2	56	1	111	22913	4	0	96.7224	874	89	22	67	2	0	3	17	3	63	1	0	119	9	66	0	8	18	11	0	2	17	2	0	1	0	1	15	2	10	0	2	0	0	0	0	0	60	26	11	26	0	410	0	0	0
9999	2	2	57	1	113	57100	3	1	99.0315	2573	421	115	306	7	13	29	65	84	210	9	3	334	23	125	0	45	27	13	0	39	144	15	1	4	0	10	128	6	115	0	7	0	0	0	0	104	155	10	129	59	17	928	0	0	0
9999	2	2	58	1	115	81313	11	1	100	4349	368	70	298	10	5	10	45	69	220	6	3	363	24	260	4	22	44	14	0	20	173	92	7	10	0	75	81	0	39	4	38	4	0	0	4	20	351	17	116	23	1	2525	0	0	0
9999	2	2	59	1	117	172621	10	1	99.602	3545	421	77	344	1	2	9	65	67	246	29	1	408	22	188	3	31	31	22	0	7	76	8	3	0	0	5	68	15	43	2	7	0	0	0	0	4	491	56	105	50	0	1629	0	0	0
9999	2	2	60	1	119	13763	5	0	43.7623	431	60	26	34	1	3	3	19	6	26	2	0	58	2	20	0	6	10	9	0	3	21	7	3	1	0	3	14	5	4	2	3	0	0	0	0	3	33	3	6	8	1	189	0	0	0
9999	2	2	61	1	121	78140	5	0	100	4214	421	55	366	3	4	3	45	46	299	19	2	699	25	156	0	12	64	40	0	10	140	39	4	5	8	22	101	8	71	7	15	0	0	0	0	41	292	18	201	138	0	1957	0	0	0
9999	2	2	62	1	123	39907	7	0	99.4638	2422	319	78	241	5	5	16	52	28	206	7	0	262	87	73	0	31	35	8	0	7	79	24	4	9	2	9	55	8	25	13	8	0	0	0	0	5	171	62	91	74	0	1117	0	0	0
9999	2	2	63	1	125	193983	6	1	100	8929	998	225	773	9	14	66	136	130	615	25	3	1367	41	569	4	78	74	68	45	15	749	136	3	4	118	11	613	9	538	26	40	6	0	0	6	21	666	190	609	102	0	3327	0	0	0
9999	2	2	64	1	127	67039	9	1	100	2570	440	35	405	1	1	10	23	10	382	10	3	146	24	54	5	26	19	25	1	2	131	14	0	1	0	13	117	5	56	28	28	0	0	0	0	1	148	120	166	78	0	1184	0	0	0
9999	2	2	65	1	129	17581	4	0	100	424	47	20	27	1	2	1	16	4	21	2	0	60	0	26	2	5	8	3	0	0	33	4	1	0	0	3	29	8	3	3	15	1	0	0	1	15	55	2	0	8	0	159	0	0	0
9999	2	2	66	1	131	11670	3	0	100	385	65	31	34	0	2	2	27	8	23	2	1	46	4	33	2	4	18	2	0	2	9	2	2	0	0	0	7	3	3	0	1	2	0	0	2	0	46	4	2	18	0	128	0	0	0
9999	2	2	67	1	133	24532	6	1	97.3137	861	105	31	74	1	6	1	23	10	59	4	0	109	12	44	0	9	7	1	0	2	60	37	0	0	0	37	23	0	7	1	14	0	0	0	0	25	60	38	35	8	0	345	0	0	0
9999	2	2	68	1	777	0	1	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9999	2	2	69	2	13	976	1	0	0	75	10	4	6	0	0	0	3	1	5	0	0	10	0	0	0	0	2	1	0	0	5	1	0	0	0	0	4	0	3	0	0	0	0	0	0	0	10	6	3	3	0	24	0	0	0
9999	2	2	70	2	16	4855	2	0	100	258	16	11	5	0	0	0	11	1	3	1	0	71	1	2	1	0	5	0	0	2	34	23	11	7	5	0	11	2	8	1	0	0	0	0	0	0	37	19	1	4	0	65	0	0	0
9999	2	2	71	2	20	291826	3	0	100	18620	2653	1066	1587	11	39	154	862	132	1351	96	8	1966	77	153	77	21	355	109	147	179	859	249	140	60	43	6	610	124	428	47	11	10	10	0	0	195	1934	918	0	357	0	8608	1	0	0
9999	2	2	72	2	50	6080	1	0	100	454	31	15	16	3	4	0	8	5	10	1	0	88	0	0	0	0	43	1	0	1	5	0	0	0	0	0	5	0	3	0	2	0	0	0	0	0	34	37	0	72	0	142	0	0	0
9999	2	2	73	2	60	997	1	0	100	49	4	1	3	0	0	0	1	0	2	1	0	12	0	1	0	0	2	0	0	1	2	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	16	1	0	6	0	4	0	0	0
9999	2	2	74	2	70	3146	2	0	74.0305	246	45	25	20	0	7	0	18	1	17	2	0	62	0	3	0	0	8	1	0	3	10	1	0	0	0	0	9	0	3	0	6	0	0	0	0	1	19	12	10	5	0	65	0	0	0
9999	2	2	75	2	90	33652	4	0	100	3072	319	87	232	0	3	13	71	18	195	19	0	356	7	8	1	0	44	48	4	8	237	10	1	6	3	0	227	38	178	8	3	0	0	0	0	13	516	74	411	124	10	891	0	0	0
9999	2	2	76	2	100	1713	1	0	100	66	12	7	5	0	0	0	7	1	3	1	0	8	0	1	0	0	3	1	0	0	2	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	10	0	0	1	0	28	0	0	0
9999	2	2	77	2	110	31275	1	0	100	1563	315	166	149	0	2	8	156	8	137	4	0	236	1	3	7	1	63	6	0	5	37	7	1	2	4	0	30	1	26	2	1	0	0	0	0	6	229	154	2	15	0	474	9	0	0
9999	2	2	78	2	122	19214	5	0	98.6728	1496	276	70	206	0	1	9	60	25	173	7	0	155	3	4	0	0	30	30	2	16	140	16	1	3	2	10	124	0	90	15	19	0	0	0	0	12	206	84	1	50	0	487	0	0	0
9999	2	2	79	2	130	8050	1	0	100	507	78	15	63	0	2	1	12	6	53	4	0	86	3	2	0	0	13	0	1	1	31	8	0	3	5	0	23	0	17	6	0	0	0	0	0	0	60	70	2	76	0	84	0	0	0
9999	2	2	80	2	150	6130	1	0	100	437	49	40	9	1	2	0	37	0	7	2	0	20	0	2	0	0	3	4	0	4	18	6	0	3	3	0	12	1	9	1	1	0	0	0	0	0	43	21	0	9	0	264	0	0	0
9999	2	2	81	2	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9999	2	2	82	2	170	15680	3	0	100	1345	216	56	160	0	1	9	46	16	131	12	1	80	7	23	2	0	40	18	0	6	88	12	4	7	0	1	76	17	37	12	10	0	0	0	0	5	241	35	0	33	0	551	0	0	0
9999	2	2	83	2	180	3598	1	0	100	488	53	37	16	0	1	0	36	5	9	2	0	168	0	0	0	0	6	1	0	0	14	1	0	0	0	1	13	0	13	0	0	0	0	0	0	2	18	45	34	50	2	95	0	0	0
9999	2	2	84	2	185	9430	1	0	100	655	106	54	52	0	12	0	42	26	21	5	0	185	1	1	3	0	7	1	0	7	55	6	1	5	0	0	49	8	38	3	0	0	0	0	0	0	47	70	21	11	0	140	0	0	0
9999	2	2	85	2	188	3201	1	0	100	512	18	5	13	0	0	0	5	7	0	5	1	103	0	1	0	1	0	0	0	5	6	0	0	0	0	0	6	0	6	0	0	0	0	0	0	12	38	109	1	32	2	184	0	0	0
9999	2	2	86	2	201	1956	2	0	61.4008	170	18	12	7	0	0	0	11	2	5	0	0	19	0	0	0	0	1	1	0	0	11	3	2	0	0	0	8	0	7	0	0	0	0	0	0	0	26	12	2	7	0	72	0	0	0
9999	2	2	87	2	220	8881	1	0	100	339	35	14	21	1	0	0	13	0	15	6	0	49	1	1	0	0	1	7	0	0	21	0	0	0	0	0	21	0	18	3	0	0	0	0	0	0	61	54	0	16	0	93	0	0	0
9999	2	2	88	2	232	1680	2	0	54.7619	73	9	5	5	0	0	0	5	1	4	0	0	8	0	0	0	0	1	1	0	0	4	1	0	0	0	0	3	0	2	0	0	0	0	0	0	0	11	9	2	3	0	24	0	0	0
9999	2	2	89	2	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9999	2	2	90	2	261	6435	3	0	96.5812	335	34	12	22	0	1	0	11	4	15	3	0	35	1	1	0	0	6	3	0	1	13	5	5	0	0	0	8	0	6	0	2	0	0	0	0	1	49	31	1	4	0	154	0	0	0
9999	2	2	91	2	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9999	2	2	92	2	280	5874	3	0	90.5175	384	26	18	8	0	0	0	18	0	8	0	0	26	0	1	0	0	4	1	0	1	25	19	8	7	2	2	5	0	5	0	0	0	0	0	0	0	32	11	2	10	0	245	0	0	0
9999	2	2	93	2	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9999	2	2	94	2	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9999	2	2	95	2	777	0	1	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9999	2	2	96	2	999	245582	1	0	100	7464	726	450	276	9	8	29	404	92	131	50	3	1187	10	66	1	10	140	161	4	41	578	161	48	77	13	23	417	32	348	7	30	0	0	0	0	63	1341	209	3	154	0	2769	0	0	0
9999	2	2	97	4	1	71518	4	0	88.004	675	88	20	68	2	1	1	16	16	47	6	0	69	3	5	0	3	14	7	0	5	56	3	1	1	0	1	53	1	32	6	14	1	1	0	0	11	89	49	0	83	2	188	0	0	0
9999	2	2	98	4	3	131346	8	0	94.6571	4949	901	220	681	10	7	19	183	59	584	34	4	378	15	37	1	31	215	33	0	24	612	141	4	103	8	26	471	11	414	22	24	1	1	0	0	329	580	461	0	307	4	1020	0	0	0
9999	2	2	99	4	5	131579	6	1	100	10025	1179	209	970	7	3	11	188	37	907	20	6	783	21	7	4	7	392	54	3	174	942	89	14	40	2	33	853	22	777	24	31	0	0	0	0	160	1094	1475	0	1067	98	2565	0	0	0
9999	2	2	100	4	7	53597	5	0	98.1062	3151	325	91	234	2	0	5	84	25	201	8	1	218	18	17	0	15	64	17	1	11	238	46	2	11	0	32	193	3	151	9	30	0	0	0	0	302	247	110	0	307	4	1256	0	0	0
9999	2	2	101	4	9	37220	4	0	69.7309	1477	196	77	119	1	0	4	73	8	102	7	1	61	9	11	0	6	20	9	0	7	175	24	2	12	1	9	151	2	118	8	24	3	2	0	1	61	300	150	0	97	4	368	0	0	0
9999	2	2	102	4	11	8437	2	0	39.2438	460	28	12	16	0	0	0	11	6	8	2	0	14	3	3	0	4	13	3	0	0	82	8	0	4	1	3	74	3	62	5	4	0	0	0	0	29	155	17	0	10	2	96	0	0	0
9999	2	2	103	4	12	20489	3	0	100	1232	98	36	62	4	0	0	32	17	36	7	2	47	5	6	0	0	26	6	2	5	131	16	0	10	1	5	115	11	86	5	12	0	0	0	0	1	173	59	0	108	1	562	0	0	0
9999	2	2	104	4	13	3816830	20	1	99.9861	145783	22732	4320	18412	121	120	1101	2978	1903	15823	641	45	12520	1528	1410	189	659	4768	1644	799	768	12805	1685	567	617	152	349	11113	1625	6881	1169	1438	1	1	0	0	442	26120	10166	0	5552	701	42979	0	0	0
9999	2	2	105	4	15	200186	5	0	97.8134	12594	1415	266	1149	9	3	35	219	163	919	63	4	744	50	46	0	17	350	63	0	33	993	115	4	37	68	6	877	25	513	149	190	0	0	0	0	494	917	916	0	704	5	5848	0	0	0
9999	2	2	106	4	17	107449	6	0	100	6192	865	294	571	4	3	15	272	101	436	34	0	373	23	28	1	4	121	29	0	18	406	167	99	42	8	18	239	5	171	28	35	0	0	0	0	47	645	632	0	467	149	2384	0	0	0
9999	2	2	107	4	19	980263	9	0	100	55124	7424	1011	6413	66	14	231	700	507	5607	278	21	4090	152	255	1	207	2062	416	135	248	7892	954	438	210	200	107	6937	87	3568	918	2363	0	0	0	0	189	5136	5267	0	4697	319	16635	0	0	0
9999	2	2	108	4	21	376064	11	1	97.2753	10057	1380	301	1078	8	18	31	244	120	887	61	10	1162	57	90	1	18	345	77	1	35	765	196	37	125	15	20	569	49	401	55	65	1	1	0	0	281	944	645	0	707	9	3540	0	0	0
9999	2	2	109	4	23	47420	3	0	93.5635	2302	326	103	223	39	0	0	64	11	194	19	0	123	3	12	0	22	29	12	3	7	167	39	7	28	2	1	129	7	105	8	8	256	244	12	0	174	259	9	0	219	1	682	0	0	0
9999	2	2	110	4	25	213868	10	1	100	8241	968	253	715	18	9	14	212	111	580	23	1	726	63	68	1	34	221	70	1	66	1044	163	18	79	25	41	880	30	654	141	55	0	0	0	0	27	1006	590	0	669	6	2683	0	0	0
9999	2	2	111	4	27	195751	6	0	86.9707	6862	1147	284	863	5	4	24	251	98	730	33	3	798	27	47	11	32	263	64	1	43	718	67	10	36	12	9	638	21	472	72	73	6	6	0	0	105	571	379	3	449	88	2108	0	0	0
9999	2	2	112	4	777	0	22	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9999	2	2	113	5	1	19019	3	0	100	332	45	12	33	0	0	2	10	3	29	1	0	49	0	1	0	1	4	8	0	1	38	6	2	4	0	0	32	8	17	0	7	0	0	0	0	0	16	0	43	7	0	119	0	0	0
9999	2	2	114	5	3	21853	3	0	100	445	88	39	49	2	1	2	34	11	37	1	0	83	2	3	0	2	17	7	0	0	60	19	6	6	1	6	41	4	30	0	7	0	0	0	0	0	39	8	40	0	1	95	0	0	0
9999	2	2	115	5	5	41513	5	0	100	1777	122	9	113	3	0	0	6	14	96	2	1	159	5	3	0	1	17	2	0	2	198	82	5	20	2	55	100	1	55	4	40	0	0	0	0	15	169	131	3	60	0	890	0	0	0
9999	2	2	116	5	7	215285	16	1	99.7401	8749	930	230	700	4	22	11	193	86	604	8	2	559	108	91	23	44	80	33	19	14	848	228	7	83	14	123	604	14	390	22	177	0	0	0	0	3	953	79	437	109	7	4411	0	0	0
