Id,Id2,Geography,male_tot,female_tot,tsr,pop_1864,male_1864,female_1864,asr_1864,male_1824,female_1824,male_2544,female_2544
0500000US12093,12093,"Okeechobee County, Florida",21430,18566,115.4,23621,13052,10569,123.5,2073,1572,5764,4262
0500000US12095,12095,"Orange County, Florida",564326,581630,97,764890,378937,385953,98.2,74236,72719,170723,170862
0500000US12097,12097,"Osceola County, Florida",131634,137051,96,168613,82413,86200,95.6,13451,12765,36540,38245
0500000US12099,12099,"Palm Beach County, Florida",638888,681246,93.8,766095,377056,389039,96.9,54936,50471,155539,156731
0500000US12101,12101,"Pasco County, Florida",225886,238811,94.6,269879,131468,138411,95,16495,16109,53987,55931
0500000US12103,12103,"Pinellas County, Florida",440009,476533,92.3,559555,273352,286203,95.5,33364,33459,104304,106438
0500000US12105,12105,"Polk County, Florida",295313,306782,96.3,352063,173001,179062,96.6,26867,26180,71946,72749
0500000US12107,12107,"Putnam County, Florida",36884,37480,98.4,43509,21666,21843,99.2,3170,2891,7908,7826
0500000US12109,12109,"St. Johns County, Florida",92425,97614,94.7,116395,56369,60026,93.9,7340,7308,21409,22895
0500000US12111,12111,"St. Lucie County, Florida",135859,141930,95.7,160403,78602,81801,96.1,10983,10484,31814,32913
0500000US12113,12113,"Santa Rosa County, Florida",76422,74950,102,95703,48883,46820,104.4,6958,5845,20351,19133
0500000US12115,12115,"Sarasota County, Florida",181041,198407,91.2,201486,96952,104534,92.7,11383,10838,34466,34832
0500000US12117,12117,"Seminole County, Florida",204799,217919,94,274860,133719,141141,94.7,21935,20732,55374,58293
0500000US12119,12119,"Sumter County, Florida",48611,44809,108.5,44378,24025,20353,118,2019,1415,9309,4616
0500000US12121,12121,"Suwannee County, Florida",20945,20606,101.6,24252,12510,11742,106.5,1836,1417,5027,4483
0500000US12123,12123,"Taylor County, Florida",12554,10016,125.3,14597,8685,5912,146.9,1167,782,3904,2154
0500000US12125,12125,"Union County, Florida",10045,5490,183,10971,7610,3361,226.4,983,454,3174,1411
0500000US12127,12127,"Volusia County, Florida",241715,252878,95.6,297031,147420,149611,98.5,23676,21023,54002,53451
0500000US12129,12129,"Wakulla County, Florida",16992,13784,123.3,20512,11727,8785,133.5,1345,1096,5435,3619
0500000US12131,12131,"Walton County, Florida",28177,26866,104.9,34770,18086,16684,108.4,2194,1975,7648,6406
0500000US12133,12133,"Washington County, Florida",13575,11321,119.9,15799,9052,6747,134.2,1299,868,4087,2596
0500000US13001,13001,"Appling County, Georgia",9159,9077,100.9,11086,5659,5427,104.3,818,682,2315,2250
0500000US13003,13003,"Atkinson County, Georgia",4240,4135,102.5,5055,2592,2463,105.2,432,372,1177,1105
0500000US13005,13005,"Bacon County, Georgia",5491,5605,98,6790,3463,3327,104.1,506,438,1527,1462
0500000US13007,13007,"Baker County, Georgia",1673,1778,94.1,2120,1057,1063,99.4,156,139,383,399
0500000US13009,13009,"Baldwin County, Georgia",22683,23037,98.5,30861,15404,15457,99.7,3879,4533,5504,5185
0500000US13011,13011,"Banks County, Georgia",9298,9097,102.2,11452,5811,5641,103,823,746,2405,2364
0500000US13013,13013,"Barrow County, Georgia",34208,35159,97.3,43306,21396,21910,97.7,2895,2870,10465,10717
0500000US13015,13015,"Bartow County, Georgia",49433,50724,97.5,62746,31162,31584,98.7,4368,4344,13945,14023
0500000US13017,13017,"Ben Hill County, Georgia",8439,9195,91.8,10498,5062,5436,93.1,743,772,2109,2229
0500000US13019,13019,"Berrien County, Georgia",9501,9785,97.1,11683,5769,5914,97.5,822,857,2439,2463
0500000US13021,13021,"Bibb County, Georgia",73286,82261,89.1,95739,45016,50723,88.7,7612,8812,18545,20690
0500000US13023,13023,"Bleckley County, Georgia",6217,6846,90.8,8143,3918,4225,92.7,1057,1101,1303,1484
0500000US13025,13025,"Brantley County, Georgia",9189,9222,99.6,11258,5586,5672,98.5,785,759,2288,2392
0500000US13027,13027,"Brooks County, Georgia",7901,8342,94.7,9833,4834,4999,96.7,712,689,1903,1919
0500000US13029,13029,"Bryan County, Georgia",14852,15381,96.6,18661,8971,9690,92.6,1173,1166,3775,4376
0500000US13031,13031,"Bulloch County, Georgia",35030,35187,99.6,49423,24942,24481,101.9,10168,9411,8069,7927
0500000US13033,13033,"Burke County, Georgia",11186,12130,92.2,13964,6603,7361,89.7,1064,1090,2545,2943
0500000US13035,13035,"Butts County, Georgia",12522,11133,112.5,15345,8564,6781,126.3,1360,876,3825,2795
0500000US13037,13037,"Calhoun County, Georgia",3953,2741,144.2,4577,2981,1596,186.8,366,243,1482,622
0500000US13039,13039,"Camden County, Georgia",25569,24944,102.5,32305,16516,15789,104.6,3845,2714,6979,6861
0500000US13043,13043,"Candler County, Georgia",5437,5561,97.8,6595,3289,3306,99.5,554,490,1303,1333
0500000US13045,13045,"Carroll County, Georgia",53793,56734,94.8,70295,34317,35978,95.4,6828,7645,14677,14777
0500000US13047,13047,"Catoosa County, Georgia",31028,32914,94.3,39346,19030,20316,93.7,2647,2564,8360,8825
0500000US13049,13049,"Charlton County, Georgia",6847,5324,128.6,7986,4733,3253,145.5,731,422,2219,1356
0500000US13051,13051,"Chatham County, Georgia",127704,137424,92.9,172257,83242,89015,93.5,16878,17937,35988,36697
0500000US13053,13053,"Chattahoochee County, Georgia",7039,4228,166.5,7794,5295,2499,211.9,2508,456,2235,1434
0500000US13055,13055,"Chattooga County, Georgia",13513,12502,108.1,16356,8949,7407,120.8,1285,936,4001,2996
0500000US13057,13057,"Cherokee County, Georgia",105874,108472,97.6,135728,66898,68830,97.2,8444,7958,31010,31968
0500000US13059,13059,"Clarke County, Georgia",55388,61326,90.3,86339,40990,45349,90.4,15781,19645,15945,15383
