Id,Id2,Geography,male_tot,female_tot,tsr,pop_1864,male_1864,female_1864,asr_1864,male_1824,female_1824,male_2544,female_2544
0500000US28067,28067,"Jones County, Mississippi",33020,34741,95,40665,20025,20640,97,3360,3340,8289,8366
0500000US28069,28069,"Kemper County, Mississippi",5111,5345,95.6,6380,3162,3218,98.3,569,560,1251,1214
0500000US28071,28071,"Lafayette County, Mississippi",23384,23967,97.6,33633,16694,16939,98.6,6179,6562,6013,5477
0500000US28073,28073,"Lamar County, Mississippi",26919,28739,93.7,35042,16980,18062,94,3039,3170,7783,8179
0500000US28075,28075,"Lauderdale County, Mississippi",38676,41585,93,48863,23931,24932,96,4036,3845,9968,10415
0500000US28077,28077,"Lawrence County, Mississippi",6347,6582,96.4,7741,3870,3871,100,545,496,1520,1586
0500000US28079,28079,"Leake County, Mississippi",12350,11455,107.8,13342,6691,6651,100.6,1107,982,2870,2854
0500000US28081,28081,"Lee County, Mississippi",39709,43201,91.9,50055,23910,26145,91.5,3372,3513,10556,11539
0500000US28083,28083,"Leflore County, Mississippi",15512,16805,92.3,19718,9561,10157,94.1,1866,1954,4046,4114
0500000US28085,28085,"Lincoln County, Mississippi",16682,18187,91.7,20822,10098,10724,94.2,1450,1431,4134,4476
0500000US28087,28087,"Lowndes County, Mississippi",28341,31438,90.1,37020,17587,19433,90.5,3054,3396,7179,7849
0500000US28089,28089,"Madison County, Mississippi",45612,49591,92,59638,28329,31309,90.5,3931,4210,12256,13735
0500000US28091,28091,"Marion County, Mississippi",13092,13996,93.5,16179,7930,8249,96.1,1156,1151,3314,3434
0500000US28093,28093,"Marshall County, Mississippi",18398,18746,98.1,23714,12013,11701,102.7,1785,1902,5012,4440
0500000US28095,28095,"Monroe County, Mississippi",17582,19407,90.6,22077,10689,11388,93.9,1584,1585,4281,4575
0500000US28097,28097,"Montgomery County, Mississippi",5194,5731,90.6,6377,3013,3364,89.6,435,468,1112,1298
0500000US28099,28099,"Neshoba County, Mississippi",14231,15445,92.1,17165,8334,8831,94.4,1265,1276,3458,3771
0500000US28101,28101,"Newton County, Mississippi",10412,11308,92.1,12834,6151,6683,92,1051,1085,2490,2778
0500000US28103,28103,"Noxubee County, Mississippi",5526,6019,91.8,6864,3303,3561,92.8,574,563,1273,1419
0500000US28105,28105,"Oktibbeha County, Mississippi",23752,23919,99.3,34574,17436,17138,101.7,7633,7026,5553,5390
0500000US28107,28107,"Panola County, Mississippi",16683,18024,92.6,20952,10006,10946,91.4,1589,1663,3973,4514
0500000US28109,28109,"Pearl River County, Mississippi",27569,28265,97.5,33966,16855,17111,98.5,2640,2551,6645,6759
0500000US28111,28111,"Perry County, Mississippi",5984,6266,95.5,7404,3635,3769,96.4,499,513,1470,1534
0500000US28113,28113,"Pike County, Mississippi",19232,21172,90.8,23702,11188,12514,89.4,1784,1733,4484,5153
0500000US28115,28115,"Pontotoc County, Mississippi",14771,15186,97.3,18046,9041,9005,100.4,1321,1232,3885,3919
0500000US28117,28117,"Prentiss County, Mississippi",12353,12923,95.6,15419,7699,7720,99.7,1456,1370,3047,3032
0500000US28119,28119,"Quitman County, Mississippi",3929,4294,91.5,4914,2348,2566,91.5,412,395,867,1022
0500000US28121,28121,"Rankin County, Mississippi",68525,73092,93.8,89847,43466,46381,93.7,5582,5831,20425,21499
0500000US28123,28123,"Scott County, Mississippi",13828,14436,95.8,17118,8493,8625,98.5,1470,1290,3630,3658
0500000US28125,28125,"Sharkey County, Mississippi",2251,2665,84.5,2953,1349,1604,84.1,197,233,499,574
0500000US28127,28127,"Simpson County, Mississippi",13339,14164,94.2,16404,7934,8470,93.7,1168,1182,3168,3383
0500000US28129,28129,"Smith County, Mississippi",8028,8463,94.9,9710,4789,4921,97.3,683,674,1896,2006
0500000US28131,28131,"Stone County, Mississippi",8905,8881,100.3,11311,5734,5577,102.8,1144,1055,2239,2209
0500000US28133,28133,"Sunflower County, Mississippi",15726,13724,114.6,19308,10927,8381,130.4,1932,1510,5152,3390
0500000US28135,28135,"Tallahatchie County, Mississippi",8433,6945,121.4,10077,5979,4098,145.9,1108,643,2923,1700
0500000US28137,28137,"Tate County, Mississippi",13960,14926,93.5,17850,8539,9311,91.7,1595,1726,3336,3582
0500000US28139,28139,"Tippah County, Mississippi",10861,11371,95.5,13334,6618,6716,98.5,1006,1038,2739,2796
0500000US28141,28141,"Tishomingo County, Mississippi",9462,10131,93.4,11521,5669,5852,96.9,742,731,2225,2349
0500000US28143,28143,"Tunica County, Mississippi",5092,5686,89.6,6542,3021,3521,85.8,480,541,1334,1564
0500000US28145,28145,"Union County, Mississippi",13255,13879,95.5,16221,8039,8182,98.3,1173,1129,3494,3520
0500000US28147,28147,"Walthall County, Mississippi",7502,7941,94.5,8923,4357,4566,95.4,627,612,1749,1880
0500000US28149,28149,"Warren County, Mississippi",23167,25606,90.5,29877,14237,15640,91,1990,2000,5684,6429
0500000US28151,28151,"Washington County, Mississippi",23803,27334,87.1,30505,13998,16507,84.8,2367,2475,5389,6707
0500000US28153,28153,"Wayne County, Mississippi",9958,10789,92.3,12429,5976,6453,92.6,940,910,2332,2708
0500000US28155,28155,"Webster County, Mississippi",4985,5268,94.6,6060,2989,3071,97.3,406,386,1191,1264
0500000US28157,28157,"Wilkinson County, Mississippi",5228,4650,112.4,6243,3526,2717,129.8,556,372,1630,1014
0500000US28159,28159,"Winston County, Mississippi",9239,9959,92.8,11238,5498,5740,95.8,806,753,2222,2297
0500000US28161,28161,"Yalobusha County, Mississippi",6053,6625,91.4,7558,3617,3941,91.8,508,519,1405,1558
0500000US28163,28163,"Yazoo County, Mississippi",15276,12789,119.4,17659,10233,7426,137.8,1290,1136,5388,3065
0500000US29001,29001,"Adair County, Missouri",12204,13403,91.1,17425,8208,9217,89.1,2950,3838,2500,2515
0500000US29003,29003,"Andrew County, Missouri",8513,8778,97,10446,5204,5242,99.3,651,661,2036,2069
0500000US29005,29005,"Atchison County, Missouri",2818,2867,98.3,3276,1664,1612,103.2,192,177,602,585
0500000US29007,29007,"Audrain County, Missouri",11798,13731,85.9,15076,6711,8365,80.2,922,1155,2644,3727
0500000US29009,29009,"Barry County, Missouri",17670,17927,98.6,20686,10390,10296,100.9,1426,1299,3889,3967
0500000US29011,29011,"Barton County, Missouri",6113,6289,97.2,7056,3492,3564,98,478,452,1367,1367
0500000US29013,29013,"Bates County, Missouri",8407,8642,97.3,9776,4894,4882,100.2,626,604,1941,1875
0500000US29015,29015,"Benton County, Missouri",9544,9512,100.3,10683,5331,5352,99.6,561,517,1610,1642
0500000US29017,29017,"Bollinger County, Missouri",6187,6176,100.2,7387,3721,3666,101.5,480,477,1399,1391
0500000US29019,29019,"Boone County, Missouri",78950,83692,94.3,113319,54937,58382,94.1,16196,17862,21578,21746
0500000US29021,29021,"Buchanan County, Missouri",44586,44615,99.9,55737,28700,27037,106.2,5003,4762,11989,10722
0500000US29023,29023,"Butler County, Missouri",20620,22174,93,25558,12358,13200,93.6,1771,1769,4885,5286
0500000US29025,29025,"Caldwell County, Missouri",4727,4697,100.6,5444,2760,2684,102.8,343,288,1052,1078
0500000US29027,29027,"Callaway County, Missouri",22766,21566,105.6,28869,15246,13623,111.9,2676,2445,6117,5191
0500000US29029,29029,"Camden County, Missouri",21871,22131,98.8,26078,12863,13215,97.3,1467,1376,4265,4276
0500000US29031,29031,"Cape Girardeau County, Missouri",36612,39062,93.7,48241,23619,24622,95.9,5038,5523,9120,9208
0500000US29033,29033,"Carroll County, Missouri",4536,4759,95.3,5324,2648,2676,99,317,327,1035,1084
0500000US29035,29035,"Carter County, Missouri",3055,3210,95.2,3710,1832,1878,97.6,253,275,699,698
0500000US29037,29037,"Cass County, Missouri",48595,50883,95.5,59603,29253,30350,96.4,3924,3665,12373,12987
0500000US29039,29039,"Cedar County, Missouri",6876,7106,96.8,7548,3717,3831,97,460,459,1355,1431
0500000US29041,29041,"Chariton County, Missouri",3861,3970,97.3,4387,2212,2175,101.7,256,246,774,788
0500000US29043,29043,"Christian County, Missouri",37640,39782,94.6,46772,22673,24099,94.1,2839,3033,10320,10799
0500000US29045,29045,"Clark County, Missouri",3568,3571,99.9,4161,2117,2044,103.6,263,245,819,775
0500000US29047,29047,"Clay County, Missouri",108361,113578,95.4,139708,68425,71283,96,8949,9048,31387,32364
0500000US29049,29049,"Clinton County, Missouri",10413,10330,100.8,12389,6229,6160,101.1,842,701,2414,2459
0500000US29051,29051,"Cole County, Missouri",38340,37650,101.8,48728,25351,23377,108.4,3510,3423,11167,9559
0500000US29053,29053,"Cooper County, Missouri",9267,8334,111.2,10920,6039,4881,123.7,1121,576,2538,1936
0500000US29055,29055,"Crawford County, Missouri",12291,12405,99.1,14678,7396,7282,101.6,988,982,2920,2832
0500000US29057,29057,"Dade County, Missouri",3953,3930,100.6,4481,2274,2207,103,253,223,801,790
0500000US29059,29059,"Dallas County, Missouri",8341,8436,98.9,9755,4876,4879,99.9,647,607,1797,1869
0500000US29061,29061,"Daviess County, Missouri",4191,4242,98.8,4740,2375,2365,100.4,305,287,925,914
0500000US29063,29063,"DeKalb County, Missouri",8086,4806,168.2,8811,6059,2752,220.2,753,342,2999,1091
0500000US29065,29065,"Dent County, Missouri",7766,7891,98.4,9028,4480,4548,98.5,568,584,1711,1733
0500000US29067,29067,"Douglas County, Missouri",6754,6930,97.5,7907,3916,3991,98.1,512,493,1338,1429
0500000US29069,29069,"Dunklin County, Missouri",15344,16609,92.4,18601,8948,9653,92.7,1262,1366,3626,3900
0500000US29071,29071,"Franklin County, Missouri",50303,51189,98.3,62388,31266,31122,100.5,4317,4117,12509,12477
0500000US29073,29073,"Gasconade County, Missouri",7459,7763,96.1,8796,4441,4355,102,531,509,1609,1599
0500000US29075,29075,"Gentry County, Missouri",3258,3480,93.6,3703,1861,1842,101,266,263,701,692
0500000US29077,29077,"Greene County, Missouri",134066,141108,95,178208,88088,90120,97.7,18079,19698,36878,34793
0500000US29079,29079,"Grundy County, Missouri",4895,5366,91.2,5694,2844,2850,99.8,501,450,1021,1061
0500000US29081,29081,"Harrison County, Missouri",4444,4513,98.5,4882,2453,2429,101,309,335,943,927
0500000US29083,29083,"Henry County, Missouri",10890,11382,95.7,12971,6402,6569,97.5,781,836,2474,2488
0500000US29085,29085,"Hickory County, Missouri",4731,4896,96.6,5116,2500,2616,95.6,269,244,796,782
0500000US29087,29087,"Holt County, Missouri",2426,2486,97.6,2898,1477,1421,103.9,173,150,529,513
0500000US29089,29089,"Howard County, Missouri",5041,5103,98.8,6357,3203,3154,101.6,700,664,1092,1080
0500000US29091,29091,"Howell County, Missouri",19549,20851,93.8,23427,11436,11991,95.4,1686,1701,4597,4748
0500000US29093,29093,"Iron County, Missouri",5250,5380,97.6,6328,3181,3147,101.1,428,397,1213,1188
0500000US29095,29095,"Jackson County, Missouri",325853,348305,93.6,424533,206718,217815,94.9,30816,32397,91203,93727
0500000US29097,29097,"Jasper County, Missouri",57292,60112,95.3,71411,35214,36197,97.3,5978,6212,15323,15257
0500000US29099,29099,"Jefferson County, Missouri",108846,109887,99.1,139351,69595,69756,99.8,9295,8873,29176,29394
0500000US29101,29101,"Johnson County, Missouri",26547,26048,101.9,34908,17763,17145,103.6,5423,5050,6437,6175
0500000US29103,29103,"Knox County, Missouri",2032,2099,96.8,2271,1149,1122,102.4,138,128,414,413
0500000US29105,29105,"Laclede County, Missouri",17527,18044,97.1,21108,10436,10672,97.8,1443,1414,4262,4336
0500000US29107,29107,"Lafayette County, Missouri",16479,16902,97.5,19699,9836,9863,99.7,1373,1267,3838,3929
0500000US29109,29109,"Lawrence County, Missouri",19032,19602,97.1,22159,10998,11161,98.5,1470,1395,4543,4615
0500000US29111,29111,"Lewis County, Missouri",5118,5093,100.5,6152,3131,3021,103.6,614,609,1157,1069
0500000US29113,29113,"Lincoln County, Missouri",26208,26358,99.4,32125,15999,16126,99.2,2123,2158,6885,7005
0500000US29115,29115,"Linn County, Missouri",6137,6624,92.6,7175,3537,3638,97.2,428,421,1362,1381
0500000US29117,29117,"Livingston County, Missouri",6801,8394,81,9100,3982,5118,77.8,563,612,1572,2279
0500000US29119,29119,"McDonald County, Missouri",11661,11422,102.1,13721,6964,6757,103.1,1028,914,2903,2860
0500000US29121,29121,"Macon County, Missouri",7615,7951,95.8,8761,4368,4393,99.4,574,518,1686,1713
0500000US29123,29123,"Madison County, Missouri",6009,6217,96.7,7128,3528,3600,98,514,521,1363,1382
0500000US29125,29125,"Maries County, Missouri",4638,4538,102.2,5376,2748,2628,104.6,363,327,999,1002
0500000US29127,29127,"Marion County, Missouri",13854,14927,92.8,17386,8529,8857,96.3,1299,1373,3383,3541
0500000US29129,29129,"Mercer County, Missouri",1903,1882,101.1,2059,1048,1011,103.7,124,109,365,387
0500000US29131,29131,"Miller County, Missouri",12314,12434,99,14707,7366,7341,100.3,975,930,2927,2925
0500000US29133,29133,"Mississippi County, Missouri",7692,6666,115.4,8982,5096,3886,131.1,671,523,2354,1564
0500000US29135,29135,"Moniteau County, Missouri",8229,7378,111.5,9528,5289,4239,124.8,690,555,2414,1738
0500000US29137,29137,"Monroe County, Missouri",4416,4424,99.8,5131,2611,2520,103.6,328,305,954,901
0500000US29139,29139,"Montgomery County, Missouri",6118,6118,100,7097,3607,3490,103.4,462,390,1345,1326
0500000US29141,29141,"Morgan County, Missouri",10246,10319,99.3,11496,5760,5736,100.4,737,706,2014,1981
0500000US29143,29143,"New Madrid County, Missouri",9108,9848,92.5,11397,5524,5873,94.1,764,759,2195,2320
0500000US29145,29145,"Newton County, Missouri",28833,29281,98.5,34495,17165,17330,99,2593,2530,6794,6859
0500000US29147,29147,"Nodaway County, Missouri",11848,11522,102.8,16030,8282,7748,106.9,3184,3224,2591,2137
0500000US29149,29149,"Oregon County, Missouri",5395,5486,98.3,6302,3163,3139,100.8,437,395,1052,1072
0500000US29151,29151,"Osage County, Missouri",7219,6659,108.4,8368,4520,3848,117.5,804,491,1722,1592
0500000US29153,29153,"Ozark County, Missouri",4909,4814,102,5495,2728,2767,98.6,294,307,895,920
0500000US29155,29155,"Pemiscot County, Missouri",8696,9600,90.6,10569,5024,5545,90.6,770,840,1992,2240
0500000US29157,29157,"Perry County, Missouri",9462,9509,99.5,11249,5727,5522,103.7,776,700,2378,2272
0500000US29159,29159,"Pettis County, Missouri",20747,21454,96.7,25214,12643,12571,100.6,1971,2006,5192,5097
0500000US29161,29161,"Phelps County, Missouri",23618,21538,109.7,29207,15760,13447,117.2,5042,2739,5318,5017
0500000US29163,29163,"Pike County, Missouri",10150,8366,121.3,11526,6693,4833,138.5,928,655,2927,1844
0500000US29165,29165,"Platte County, Missouri",43960,45362,96.9,57359,28248,29111,97,3497,3501,12093,12330
0500000US29167,29167,"Polk County, Missouri",15361,15776,97.4,18446,9118,9328,97.7,1844,1767,3399,3504
0500000US29169,29169,"Pulaski County, Missouri",29212,23062,126.7,35969,21178,14791,143.2,8415,3438,8290,6736
0500000US29171,29171,"Putnam County, Missouri",2476,2503,98.9,2743,1375,1368,100.5,153,153,506,513
0500000US29173,29173,"Ralls County, Missouri",5141,5026,102.3,6113,3098,3015,102.8,313,284,1165,1140
0500000US29175,29175,"Randolph County, Missouri",13296,12118,109.7,15930,8747,7183,121.8,1323,1068,3869,2955
0500000US29177,29177,"Ray County, Missouri",11707,11787,99.3,14144,7090,7054,100.5,925,836,2726,2819
0500000US29179,29179,"Reynolds County, Missouri",3414,3282,104,3821,1927,1894,101.7,224,207,697,720
0500000US29181,29181,"Ripley County, Missouri",6984,7116,98.1,8147,4020,4127,97.4,534,562,1580,1578
0500000US29183,29183,"St. Charles County, Missouri",176922,183563,96.4,227247,112040,115207,97.3,15897,15086,48417,49711
0500000US29185,29185,"St. Clair County, Missouri",4947,4858,101.8,5550,2871,2679,107.2,365,276,958,924
0500000US29186,29186,"Ste. Genevieve County, Missouri",9167,8978,102.1,11013,5682,5331,106.6,719,631,2069,1996
0500000US29187,29187,"St. Francois County, Missouri",34794,30565,113.8,41597,23338,18259,127.8,3537,2606,10450,7550
0500000US29189,29189,"St. Louis County, Missouri",472903,526051,89.9,615287,292069,323218,90.4,42851,43621,116474,128140
0500000US29195,29195,"Saline County, Missouri",11577,11793,98.2,14275,7272,7003,103.8,1487,1252,2640,2697
0500000US29197,29197,"Schuyler County, Missouri",2155,2276,94.7,2421,1201,1220,98.4,180,165,431,483
0500000US29199,29199,"Scotland County, Missouri",2355,2488,94.7,2602,1290,1312,98.3,198,173,489,517
0500000US29201,29201,"Scott County, Missouri",18879,20312,92.9,23469,11354,12115,93.7,1580,1668,4654,4915
0500000US29203,29203,"Shannon County, Missouri",4206,4235,99.3,5008,2557,2451,104.3,339,333,915,828
0500000US29205,29205,"Shelby County, Missouri",3125,3248,96.2,3537,1790,1747,102.5,187,211,676,680
0500000US29207,29207,"Stoddard County, Missouri",14552,15416,94.4,17791,8807,8984,98,1280,1187,3534,3556
0500000US29209,29209,"Stone County, Missouri",15868,16334,97.1,18300,8939,9361,95.5,979,874,2940,3015
0500000US29211,29211,"Sullivan County, Missouri",3433,3281,104.6,3945,2068,1877,110.2,267,223,828,775
0500000US29213,29213,"Taney County, Missouri",25150,26525,94.8,31098,15020,16078,93.4,2413,2652,5944,6172
0500000US29215,29215,"Texas County, Missouri",13529,12479,108.4,15605,8433,7172,117.6,1247,930,3315,2635
0500000US29217,29217,"Vernon County, Missouri",10269,10890,94.3,12420,6007,6413,93.7,827,1023,2314,2423
0500000US29219,29219,"Warren County, Missouri",16199,16314,99.3,19638,9839,9799,100.4,1306,1238,3938,3888
0500000US29221,29221,"Washington County, Missouri",12924,12271,105.3,15754,8271,7483,110.5,1049,1015,3488,2975
0500000US29223,29223,"Wayne County, Missouri",6773,6748,100.4,7820,3891,3929,99,524,474,1385,1406
0500000US29225,29225,"Webster County, Missouri",18298,17904,102.2,21411,10930,10481,104.3,1494,1350,4593,4353
0500000US29227,29227,"Worth County, Missouri",1066,1105,96.5,1213,617,596,103.5,71,79,213,193
0500000US29229,29229,"Wright County, Missouri",9176,9639,95.2,10652,5243,5409,96.9,747,728,1999,2072
0500000US29510,29510,"St. Louis city, Missouri",154171,165123,93.4,216580,106344,110236,96.5,18760,20483,48464,49441
0500000US30001,30001,"Beaverhead County, Montana",4731,4515,104.8,5821,2956,2865,103.2,573,583,959,913
0500000US30003,30003,"Big Horn County, Montana",6394,6471,98.8,7307,3600,3707,97.1,689,644,1401,1463
0500000US30005,30005,"Blaine County, Montana",3248,3243,100.2,3665,1833,1832,100.1,295,288,677,681
0500000US30007,30007,"Broadwater County, Montana",2871,2741,104.7,3353,1708,1645,103.8,166,170,590,583
0500000US30009,30009,"Carbon County, Montana",5105,4973,102.7,6197,3128,3069,101.9,260,231,1008,1015
0500000US30011,30011,"Carter County, Montana",586,574,102.1,688,347,341,101.8,41,38,101,93
0500000US30013,30013,"Cascade County, Montana",40568,40759,99.5,50007,25208,24799,101.6,4287,3967,9960,9497
0500000US30015,30015,"Chouteau County, Montana",2861,2952,96.9,3254,1638,1616,101.4,230,199,571,568
0500000US30017,30017,"Custer County, Montana",5810,5889,98.7,6998,3511,3487,100.7,490,497,1278,1292
0500000US30019,30019,"Daniels County, Montana",881,870,101.3,948,496,452,109.7,43,29,152,149
0500000US30021,30021,"Dawson County, Montana",4532,4434,102.2,5491,2850,2641,107.9,432,384,1045,906
0500000US30023,30023,"Deer Lodge County, Montana",4921,4377,112.4,5758,3173,2585,122.7,499,283,1132,876
0500000US30025,30025,"Fallon County, Montana",1466,1424,102.9,1707,902,805,112,106,70,347,307
0500000US30027,30027,"Fergus County, Montana",5821,5765,101,6756,3443,3313,103.9,341,321,1211,1150
0500000US30029,30029,"Flathead County, Montana",45276,45652,99.2,56571,28166,28405,99.2,3406,3317,10883,10859
0500000US30031,30031,"Gallatin County, Montana",46462,43051,107.9,62310,33053,29257,113,7865,6333,14189,12154
0500000US30033,30033,"Garfield County, Montana",617,589,104.8,679,356,323,110.2,28,27,129,117
0500000US30035,30035,"Glacier County, Montana",6555,6844,95.8,7749,3775,3974,95,671,667,1483,1553
0500000US30037,30037,"Golden Valley County, Montana",463,421,110,503,258,245,105.3,29,22,70,81
0500000US30039,30039,"Granite County, Montana",1567,1512,103.6,1802,922,880,104.8,72,51,262,261
0500000US30041,30041,"Hill County, Montana",8122,7974,101.9,9748,5045,4703,107.3,968,761,1861,1832
0500000US30043,30043,"Jefferson County, Montana",5814,5592,104,7170,3639,3531,103.1,341,280,1091,1143
0500000US30045,30045,"Judith Basin County, Montana",1075,997,107.8,1214,643,571,112.6,62,48,194,183
0500000US30047,30047,"Lake County, Montana",14223,14523,97.9,16631,8098,8533,94.9,1182,1153,2850,3058
0500000US30049,30049,"Lewis and Clark County, Montana",31300,32095,97.5,40262,19907,20355,97.8,2769,2784,7447,7531
0500000US30051,30051,"Liberty County, Montana",1125,1214,92.7,1363,654,709,92.2,87,99,229,254
0500000US30053,30053,"Lincoln County, Montana",9998,9689,103.2,11751,5924,5827,101.7,602,501,1833,1890
0500000US30055,30055,"McCone County, Montana",889,845,105.2,989,512,477,107.3,49,41,156,155
0500000US30057,30057,"Madison County, Montana",3997,3694,108.2,4715,2458,2257,108.9,245,171,802,722
0500000US30059,30059,"Meagher County, Montana",957,934,102.5,1098,534,564,94.7,43,57,172,176
0500000US30061,30061,"Mineral County, Montana",2189,2034,107.6,2539,1298,1241,104.6,132,126,403,375
0500000US30063,30063,"Missoula County, Montana",54974,54325,101.2,75014,37947,37067,102.4,8149,8206,15641,14417
0500000US30065,30065,"Musselshell County, Montana",2262,2276,99.4,2750,1394,1356,102.8,117,112,436,403
0500000US30067,30067,"Park County, Montana",7793,7843,99.4,9961,5058,4903,103.2,421,374,1937,1902
0500000US30069,30069,"Petroleum County, Montana",267,227,117.6,278,153,125,122.4,17,8,44,40
0500000US30071,30071,"Phillips County, Montana",2097,2156,97.3,2406,1187,1219,97.4,123,111,384,398
0500000US30073,30073,"Pondera County, Montana",2972,3181,93.4,3456,1704,1752,97.3,213,225,610,637
0500000US30075,30075,"Powder River County, Montana",885,858,103.1,984,507,477,106.3,51,30,148,156
0500000US30077,30077,"Powell County, Montana",4294,2733,157.1,4656,3070,1586,193.6,382,136,1235,529
0500000US30079,30079,"Prairie County, Montana",601,578,104,663,339,324,104.6,24,29,101,87
0500000US30081,30081,"Ravalli County, Montana",19964,20248,98.6,23660,11593,12067,96.1,1304,1142,4101,4173
0500000US30083,30083,"Richland County, Montana",5017,4729,106.1,6015,3145,2870,109.6,387,351,1190,1075
0500000US30085,30085,"Roosevelt County, Montana",5144,5281,97.4,5988,2995,2993,100.1,568,492,1123,1153
0500000US30087,30087,"Rosebud County, Montana",4671,4562,102.4,5443,2741,2702,101.4,357,378,1010,994
0500000US30089,30089,"Sanders County, Montana",5852,5561,105.2,6603,3332,3271,101.9,311,307,1017,982
0500000US30091,30091,"Sheridan County, Montana",1698,1686,100.7,1944,1009,935,107.9,93,75,291,307
0500000US30093,30093,"Silver Bow County, Montana",17271,16929,102,21402,11179,10223,109.4,2099,1594,4029,3685
0500000US30095,30095,"Stillwater County, Montana",4674,4443,105.2,5528,2813,2715,103.6,261,204,937,976
0500000US30097,30097,"Sweet Grass County, Montana",1846,1805,102.3,2057,1018,1039,98,93,83,362,367
0500000US30099,30099,"Teton County, Montana",2995,3078,97.3,3398,1664,1734,96,155,187,588,622
0500000US30101,30101,"Toole County, Montana",2966,2358,125.8,3482,2064,1418,145.6,262,160,874,510
0500000US30103,30103,"Treasure County, Montana",369,349,105.7,413,222,191,116.2,16,17,64,56
0500000US30105,30105,"Valley County, Montana",3664,3705,98.9,4137,2101,2036,103.2,209,190,718,711
0500000US30107,30107,"Wheatland County, Montana",1069,1099,97.3,1207,608,599,101.5,62,86,216,210
0500000US30109,30109,"Wibaux County, Montana",513,504,101.8,557,295,262,112.6,24,22,99,85
0500000US30111,30111,"Yellowstone County, Montana",72385,75587,95.8,92064,45540,46524,97.9,6525,6724,18906,18950
0500000US31001,31001,"Adams County, Nebraska",15600,15764,99,19009,9676,9333,103.7,1968,1802,3535,3401
0500000US31003,31003,"Antelope County, Nebraska",3329,3356,99.2,3707,1909,1798,106.2,222,164,626,613
0500000US31005,31005,"Arthur County, Nebraska",228,232,98.3,241,127,114,111.4,17,3,45,56
0500000US31007,31007,"Banner County, Nebraska",354,336,105.4,400,203,197,103,23,19,51,53
0500000US31009,31009,"Blaine County, Nebraska",247,231,106.9,266,133,133,100,9,6,50,46
0500000US31011,31011,"Boone County, Nebraska",2749,2756,99.7,3037,1595,1442,110.6,198,158,551,509
0500000US31013,31013,"Box Butte County, Nebraska",5541,5767,96.1,6746,3395,3351,101.3,360,354,1267,1301
0500000US31015,31015,"Boyd County, Nebraska",1038,1061,97.8,1091,576,515,111.8,53,51,192,160
0500000US31017,31017,"Brown County, Nebraska",1531,1614,94.9,1707,851,856,99.4,84,80,304,297
0500000US31019,31019,"Buffalo County, Nebraska",22838,23264,98.2,29455,14710,14745,99.8,3598,3688,5836,5547
0500000US31021,31021,"Burt County, Nebraska",3361,3497,96.1,3729,1885,1844,102.2,178,173,672,655
0500000US31023,31023,"Butler County, Nebraska",4211,4184,100.6,4712,2433,2279,106.8,244,234,889,830
0500000US31025,31025,"Cass County, Nebraska",12664,12577,100.7,15245,7719,7526,102.6,869,771,2957,2964
0500000US31027,31027,"Cedar County, Nebraska",4500,4352,103.4,4798,2534,2264,111.9,326,224,868,821
0500000US31029,31029,"Chase County, Nebraska",1965,2001,98.2,2212,1150,1062,108.3,153,104,426,407
0500000US31031,31031,"Cherry County, Nebraska",2844,2869,99.1,3258,1623,1635,99.3,167,166,625,606
0500000US31033,31033,"Cheyenne County, Nebraska",4966,5032,98.7,6012,3039,2973,102.2,329,314,1261,1230
0500000US31035,31035,"Clay County, Nebraska",3277,3265,100.4,3724,1913,1811,105.6,246,196,663,671
0500000US31037,31037,"Colfax County, Nebraska",5426,5089,106.6,6024,3203,2821,113.5,529,415,1384,1209
0500000US31039,31039,"Cuming County, Nebraska",4532,4607,98.4,4956,2566,2390,107.4,265,254,989,921
0500000US31041,31041,"Custer County, Nebraska",5427,5512,98.5,6070,3094,2976,104,345,277,1120,1088
0500000US31043,31043,"Dakota County, Nebraska",10489,10517,99.7,12297,6236,6061,102.9,1037,946,2700,2602
0500000US31045,31045,"Dawes County, Nebraska",4559,4623,98.6,5916,2999,2917,102.8,1045,938,946,878
0500000US31047,31047,"Dawson County, Nebraska",12293,12033,102.2,14004,7229,6775,106.7,1038,951,3050,2859
0500000US31049,31049,"Deuel County, Nebraska",954,987,96.7,1073,533,540,98.7,48,58,183,176
0500000US31051,31051,"Dixon County, Nebraska",2964,3036,97.6,3393,1742,1651,105.5,202,192,643,635
0500000US31053,31053,"Dodge County, Nebraska",17963,18728,95.9,21183,10608,10575,100.3,1563,1539,4268,4195
0500000US31055,31055,"Douglas County, Nebraska",254164,262946,96.7,327516,162440,165076,98.4,26136,27035,74761,73458
0500000US31057,31057,"Dundy County, Nebraska",1006,1002,100.4,1101,582,519,112.1,44,43,216,185
0500000US31059,31059,"Fillmore County, Nebraska",2893,2997,96.5,3170,1650,1520,108.6,183,125,586,550
0500000US31061,31061,"Franklin County, Nebraska",1613,1612,100.1,1757,910,847,107.4,96,78,290,292
0500000US31063,31063,"Frontier County, Nebraska",1399,1357,103.1,1639,841,798,105.4,151,166,264,252
0500000US31065,31065,"Furnas County, Nebraska",2423,2536,95.5,2676,1363,1313,103.8,139,115,467,448
0500000US31067,31067,"Gage County, Nebraska",10952,11359,96.4,12860,6485,6375,101.7,823,757,2402,2406
0500000US31069,31069,"Garden County, Nebraska",1043,1014,102.9,1115,574,541,106.1,63,50,185,184
